age,country,visa_type,employment_status,financial_support,travel_history,purpose,duration,sponsorship,risk_score,risk_flag
39,Nigeria,Work,Employed,7704,0,Employment,138,Yes,4.0,1
56,USA,Tourist,Employed,2330,3,Family Visit,23,No,1.0,0
60,UK,Student,Employed,6436,4,Education,19,No,1.0,0
55,Nigeria,Work,Employed,8686,2,Employment,75,Yes,3.0,0
49,South Africa,Student,Student,6058,2,Education,17,Yes,1.0,0
51,USA,Business,Employed,7731,3,Business Meeting,20,Yes,0.0,0
26,Nigeria,Business,Student,7451,0,Business Meeting,38,No,4.5,1
45,USA,Student,Self-Employed,3147,0,Education,40,Yes,0.5,0
51,Germany,Student,Employed,4413,3,Education,22,Yes,0.0,0
27,Pakistan,Business,Employed,2000,4,Business Meeting,53,Yes,3.0,0
29,Kenya,Tourist,Employed,7192,1,Leisure,8,No,3.0,0
25,UK,Business,Employed,5675,4,Business Meeting,46,No,1.0,0
49,South Africa,Business,Employed,8088,5,Business Meeting,29,No,2.0,0
25,Ghana,Student,Employed,7509,2,Education,29,No,3.0,0
28,Ghana,Student,Employed,12429,1,Education,22,No,3.0,0
55,Kenya,Tourist,Employed,6476,2,Leisure,22,No,3.0,0
33,India,Business,Unemployed,674,1,Business Meeting,30,No,6.5,1
36,Nigeria,Tourist,Employed,4904,5,Leisure,10,No,4.0,1
19,Ghana,Tourist,Employed,2000,3,Family Visit,7,No,3.0,0
56,Germany,Tourist,Employed,7204,2,Leisure,7,No,1.0,0
38,Pakistan,Work,Employed,8737,3,Employment,205,Yes,3.5,0
59,Nigeria,Student,Employed,3570,3,Education,32,Yes,3.0,0
53,India,Business,Employed,8045,7,Business Meeting,44,Yes,2.0,0
43,Kenya,Tourist,Employed,2000,0,Leisure,12,Yes,2.5,0
36,UK,Work,Employed,6183,4,Employment,82,Yes,0.0,0
45,Pakistan,Student,Self-Employed,7120,1,Education,51,No,4.0,1
60,USA,Tourist,Student,2000,1,Leisure,17,No,1.0,0
48,UK,Student,Employed,4819,2,Education,18,No,1.0,0
41,UK,Work,Employed,5171,1,Employment,159,Yes,0.5,0
23,UK,Tourist,Employed,5056,0,Family Visit,7,No,1.5,0
49,Ghana,Tourist,Employed,2702,2,Family Visit,26,Yes,2.0,0
37,Pakistan,Work,Self-Employed,2273,3,Employment,160,Yes,3.5,0
33,Germany,Business,Employed,7976,2,Business Meeting,46,Yes,0.0,0
20,India,Tourist,Employed,2192,4,Family Visit,24,Yes,2.0,0
34,Egypt,Student,Employed,4781,2,Education,6,Yes,2.0,0
19,South Africa,Tourist,Student,3840,1,Family Visit,7,Yes,1.0,0
43,Ghana,Tourist,Employed,7157,2,Family Visit,18,No,3.0,0
60,Pakistan,Business,Unemployed,1071,3,Business Meeting,28,Yes,6.5,1
31,Ghana,Work,Employed,2000,2,Employment,184,Yes,2.5,0
34,Egypt,Tourist,Employed,8145,4,Leisure,13,Yes,2.0,0
18,India,Work,Unemployed,635,0,Employment,73,Yes,6.0,1
43,Pakistan,Business,Employed,7419,0,Business Meeting,19,No,4.5,1
41,Egypt,Business,Student,8323,1,Business Meeting,32,Yes,2.0,0
18,Ghana,Work,Employed,9936,2,Employment,236,Yes,2.5,0
30,Nigeria,Tourist,Employed,9573,2,Leisure,12,No,4.0,1
58,UK,Work,Employed,9649,0,Employment,36,Yes,0.5,0
27,Pakistan,Business,Employed,10386,3,Business Meeting,25,Yes,3.0,0
46,Ghana,Business,Employed,10302,2,Business Meeting,34,No,3.0,0
33,Egypt,Work,Employed,5773,6,Employment,240,Yes,2.5,0
21,UK,Student,Employed,4502,1,Education,47,No,1.0,0
44,UK,Business,Student,2865,2,Business Meeting,56,No,1.0,0
36,South Africa,Tourist,Employed,10217,5,Family Visit,17,No,2.0,0
49,Egypt,Work,Student,8473,2,Employment,184,Yes,2.5,0
19,South Africa,Business,Employed,2000,1,Business Meeting,7,No,2.0,0
59,Germany,Business,Student,3136,1,Business Meeting,37,Yes,0.0,0
59,Egypt,Student,Employed,8682,3,Education,18,No,3.0,0
36,Ghana,Work,Employed,7038,3,Employment,209,Yes,2.5,0
32,Pakistan,Work,Employed,8459,4,Employment,168,Yes,3.5,0
56,USA,Business,Employed,3144,3,Business Meeting,57,Yes,0.0,0
44,UK,Student,Student,11033,3,Education,17,No,1.0,0
57,Ghana,Work,Employed,5250,3,Employment,157,Yes,2.5,0
60,India,Business,Employed,6031,1,Business Meeting,9,Yes,2.0,0
49,Egypt,Tourist,Student,2000,3,Family Visit,18,No,3.0,0
53,Kenya,Tourist,Self-Employed,2000,4,Family Visit,9,No,3.0,0
28,USA,Work,Student,5153,0,Employment,253,Yes,1.0,0
20,South Africa,Tourist,Employed,6787,2,Leisure,7,No,2.0,0
53,India,Work,Employed,3269,2,Employment,221,Yes,2.5,0
40,USA,Tourist,Student,2000,2,Family Visit,22,No,1.0,0
56,South Africa,Tourist,Student,2000,0,Family Visit,7,No,2.5,0
24,India,Tourist,Student,14937,2,Leisure,13,No,3.0,0
58,Ghana,Tourist,Student,8247,1,Family Visit,9,Yes,2.0,0
46,Germany,Business,Student,2000,0,Business Meeting,29,Yes,0.5,0
39,USA,Work,Employed,3408,3,Employment,154,Yes,0.5,0
46,Kenya,Business,Student,4545,2,Business Meeting,36,Yes,2.0,0
39,Pakistan,Student,Employed,4265,1,Education,26,Yes,3.0,0
44,USA,Student,Unemployed,1935,1,Education,17,Yes,2.0,0
44,South Africa,Work,Employed,13323,6,Employment,206,Yes,1.5,0
44,UK,Business,Student,3637,3,Business Meeting,16,No,1.0,0
41,South Africa,Tourist,Employed,8550,5,Leisure,18,No,2.0,0
22,South Africa,Tourist,Employed,8108,2,Family Visit,16,No,2.0,0
45,Ghana,Tourist,Employed,4420,4,Leisure,7,No,3.0,0
54,Ghana,Tourist,Self-Employed,3501,2,Family Visit,10,No,3.0,0
37,South Africa,Student,Self-Employed,6560,1,Education,29,Yes,1.0,0
51,Germany,Work,Student,6540,2,Employment,131,Yes,0.5,0
59,Pakistan,Work,Student,6074,1,Employment,139,Yes,3.5,0
57,Egypt,Business,Unemployed,1115,1,Business Meeting,17,No,6.5,1
30,UK,Student,Employed,4765,1,Education,38,No,1.0,0
26,UK,Student,Employed,4802,3,Education,29,No,1.0,0
51,Germany,Student,Student,7716,0,Education,38,Yes,0.5,0
52,Nigeria,Student,Employed,2507,2,Education,24,No,4.0,1
50,UK,Tourist,Student,7777,0,Family Visit,13,Yes,0.5,0
40,South Africa,Tourist,Employed,3940,2,Leisure,22,No,2.0,0
18,Egypt,Business,Employed,8390,3,Business Meeting,58,Yes,2.0,0
54,Egypt,Work,Employed,8143,1,Employment,198,Yes,2.5,0
60,Germany,Work,Student,4511,1,Employment,282,Yes,0.5,0
33,South Africa,Tourist,Employed,2760,3,Leisure,14,No,2.0,0
47,USA,Tourist,Employed,5139,1,Family Visit,22,No,1.0,0
23,India,Tourist,Employed,5249,2,Leisure,11,No,3.0,0
22,Pakistan,Student,Unemployed,1649,1,Education,44,No,6.0,1
51,South Africa,Business,Student,2000,0,Business Meeting,43,No,2.5,0
46,UK,Business,Student,9029,1,Business Meeting,10,No,1.0,0
27,Ghana,Work,Employed,3522,4,Employment,104,Yes,2.5,0
26,Pakistan,Tourist,Unemployed,2333,1,Family Visit,14,No,6.0,1
53,Ghana,Student,Self-Employed,9350,2,Education,33,Yes,2.0,0
25,UK,Tourist,Employed,6690,2,Family Visit,14,Yes,0.0,0
25,Ghana,Student,Employed,5824,0,Education,42,No,3.5,0
49,Germany,Tourist,Student,5438,0,Leisure,27,No,1.5,0
21,UK,Student,Student,11736,2,Education,47,Yes,0.0,0
18,Pakistan,Tourist,Employed,3846,2,Leisure,25,No,4.0,1
48,UK,Student,Employed,5169,2,Education,19,No,1.0,0
48,UK,Work,Student,4501,3,Employment,176,Yes,0.5,0
58,South Africa,Business,Student,2786,0,Business Meeting,46,No,2.5,0
38,Ghana,Tourist,Student,8307,2,Family Visit,10,No,3.0,0
39,UK,Tourist,Self-Employed,4754,1,Family Visit,8,No,1.0,0
28,India,Tourist,Employed,5518,5,Family Visit,17,No,3.0,0
59,India,Tourist,Employed,8611,5,Leisure,28,No,3.0,0
30,South Africa,Business,Employed,12731,3,Business Meeting,-10,Yes,1.0,0
29,South Africa,Tourist,Employed,6322,1,Leisure,10,Yes,1.0,0
46,Egypt,Tourist,Student,10864,1,Family Visit,25,No,3.0,0
49,Nigeria,Tourist,Employed,5831,1,Leisure,15,No,4.0,1
38,South Africa,Business,Employed,9138,3,Business Meeting,54,Yes,1.0,0
52,India,Work,Employed,4834,7,Employment,64,Yes,2.0,0
34,Ghana,Tourist,Employed,2000,1,Family Visit,17,No,3.0,0
57,Nigeria,Student,Employed,2000,5,Education,41,No,4.0,1
42,Germany,Tourist,Employed,2000,0,Family Visit,21,No,1.5,0
42,Germany,Tourist,Employed,11859,3,Leisure,18,No,1.0,0
33,Egypt,Business,Employed,6708,1,Business Meeting,15,No,3.0,0
35,India,Tourist,Employed,10816,4,Family Visit,7,Yes,2.0,0
44,Nigeria,Work,Self-Employed,9872,1,Employment,263,Yes,3.5,0
35,Nigeria,Tourist,Employed,3197,4,Leisure,24,No,4.0,1
46,UK,Tourist,Student,5073,2,Leisure,7,No,1.0,0
41,Ghana,Work,Student,11308,2,Employment,191,Yes,2.5,0
45,South Africa,Business,Employed,8025,3,Business Meeting,4,No,2.0,0
36,Egypt,Work,Employed,5339,2,Employment,172,Yes,2.5,0
35,Pakistan,Student,Student,2225,2,Education,43,No,4.0,1
58,USA,Work,Employed,2000,3,Employment,201,Yes,0.5,0
36,South Africa,Tourist,Employed,9942,4,Leisure,7,No,2.0,0
25,UK,Work,Student,7422,0,Employment,221,Yes,1.0,0
45,Germany,Work,Unemployed,782,2,Employment,129,Yes,4.0,1
39,USA,Student,Self-Employed,5748,4,Education,24,No,1.0,0
33,Germany,Student,Employed,5776,4,Education,27,No,1.0,0
39,Egypt,Tourist,Self-Employed,7232,2,Leisure,17,No,3.0,0
56,Nigeria,Business,Employed,6102,0,Business Meeting,4,Yes,3.5,0
44,Ghana,Business,Student,4591,3,Business Meeting,52,No,3.0,0
52,India,Tourist,Student,8361,1,Family Visit,20,No,3.0,0
42,USA,Student,Employed,2000,2,Education,24,No,1.0,0
25,Nigeria,Business,Employed,6816,2,Business Meeting,29,Yes,3.0,0
32,Nigeria,Tourist,Student,5933,3,Family Visit,8,Yes,3.0,0
58,Egypt,Student,Student,9559,3,Education,1,Yes,2.0,0
41,Pakistan,Tourist,Employed,3724,5,Leisure,10,Yes,3.0,0
25,UK,Student,Employed,2000,6,Education,23,No,1.0,0
30,South Africa,Work,Employed,8242,3,Employment,197,Yes,1.5,0
22,Ghana,Work,Employed,6418,2,Employment,183,Yes,2.5,0
32,Egypt,Student,Employed,8630,4,Education,18,No,3.0,0
57,South Africa,Student,Unemployed,500,4,Education,23,No,5.5,1
45,Nigeria,Tourist,Student,2000,3,Family Visit,7,No,4.0,1
35,UK,Tourist,Unemployed,500,0,Family Visit,13,No,5.0,1
20,South Africa,Work,Employed,6481,4,Employment,219,Yes,1.5,0
52,UK,Business,Employed,7211,3,Business Meeting,28,No,1.0,0
23,USA,Tourist,Self-Employed,3009,1,Leisure,7,No,1.0,0
22,UK,Work,Employed,5435,1,Employment,158,Yes,0.5,0
37,USA,Tourist,Unemployed,1145,0,Leisure,23,Yes,4.0,1
19,UK,Student,Student,2000,0,Education,7,Yes,0.5,0
33,Pakistan,Student,Student,9571,2,Education,45,No,4.0,1
33,South Africa,Tourist,Student,8157,3,Family Visit,26,No,2.0,0
55,Pakistan,Tourist,Employed,11950,4,Leisure,14,No,4.0,1
38,UK,Tourist,Student,5025,4,Leisure,13,No,1.0,0
21,Pakistan,Student,Unemployed,1091,1,Education,17,No,7.5,1
21,India,Tourist,Employed,8714,2,Family Visit,12,No,3.0,0
44,Egypt,Work,Student,11059,1,Employment,160,Yes,2.5,0
18,Egypt,Business,Employed,5973,3,Business Meeting,15,No,3.0,0
57,Egypt,Tourist,Employed,5791,3,Leisure,27,No,3.0,0
55,USA,Work,Employed,5532,2,Employment,176,Yes,0.5,0
56,Nigeria,Tourist,Employed,3853,1,Leisure,21,No,4.0,1
58,Ghana,Student,Employed,4629,5,Education,35,No,3.0,0
46,Egypt,Work,Employed,2849,1,Employment,121,Yes,2.5,0
21,Nigeria,Work,Employed,6671,3,Employment,63,Yes,3.0,0
50,UK,Student,Employed,7066,0,Education,2,No,1.5,0
27,Ghana,Business,Employed,5547,2,Business Meeting,18,No,3.0,0
18,USA,Work,Employed,7423,3,Employment,222,Yes,0.5,0
53,South Africa,Tourist,Employed,14829,7,Leisure,19,No,2.0,0
22,Kenya,Student,Employed,5890,3,Education,3,No,3.0,0
56,Pakistan,Student,Student,8554,1,Education,16,No,4.0,1
57,USA,Student,Employed,3533,3,Education,10,Yes,0.0,0
20,Pakistan,Business,Employed,4491,2,Business Meeting,47,Yes,3.0,0
32,Kenya,Business,Unemployed,1135,1,Business Meeting,43,Yes,5.5,1
42,USA,Work,Employed,4148,6,Employment,113,Yes,0.5,0
41,Nigeria,Tourist,Employed,6626,4,Leisure,14,No,4.0,1
36,Ghana,Business,Employed,7123,2,Business Meeting,43,No,3.0,0
20,USA,Tourist,Employed,5253,0,Family Visit,16,Yes,0.5,0
29,Germany,Student,Student,7594,0,Education,36,Yes,0.5,0
19,Kenya,Work,Student,7317,2,Employment,229,Yes,2.5,0
19,India,Work,Employed,4141,4,Employment,127,Yes,2.5,0
39,India,Work,Employed,4109,1,Employment,214,Yes,2.5,0
41,Kenya,Student,Unemployed,945,3,Education,27,No,6.5,1
45,Egypt,Tourist,Employed,2000,5,Leisure,22,No,3.0,0
52,Kenya,Business,Unemployed,1391,1,Business Meeting,16,No,6.5,1
58,UK,Work,Self-Employed,5940,1,Employment,165,Yes,0.5,0
55,Egypt,Work,Student,2597,2,Employment,241,Yes,2.5,0
27,Germany,Student,Employed,2000,1,Education,22,No,1.0,0
26,Germany,Business,Employed,2313,2,Business Meeting,30,Yes,0.0,0
60,Pakistan,Tourist,Employed,3682,3,Family Visit,13,No,4.0,1
41,South Africa,Business,Employed,6273,4,Business Meeting,41,Yes,1.0,0
51,USA,Business,Student,5311,2,Business Meeting,47,No,1.0,0
55,Germany,Business,Unemployed,500,1,Business Meeting,45,No,4.5,1
31,Nigeria,Work,Student,3270,0,Employment,225,Yes,4.0,1
33,Pakistan,Business,Employed,3536,1,Business Meeting,38,No,4.0,1
54,UK,Work,Self-Employed,4600,0,Employment,40,Yes,0.5,0
34,USA,Tourist,Employed,2457,2,Leisure,7,Yes,0.0,0
40,South Africa,Work,Employed,7020,4,Employment,162,Yes,1.5,0
50,Pakistan,Student,Employed,5713,7,Education,55,No,4.0,1
41,UK,Business,Employed,5323,5,Business Meeting,34,No,1.0,0
46,Ghana,Work,Employed,4986,4,Employment,142,Yes,2.5,0
40,India,Tourist,Employed,6067,0,Leisure,7,No,3.5,0
24,Kenya,Tourist,Employed,2822,3,Leisure,10,No,3.0,0
30,USA,Student,Employed,11177,3,Education,31,No,1.0,0
30,Germany,Work,Self-Employed,6616,0,Employment,133,Yes,1.0,0
34,South Africa,Tourist,Student,6479,1,Family Visit,7,No,2.0,0
43,UK,Tourist,Employed,8771,3,Leisure,24,No,1.0,0
32,Kenya,Work,Employed,2000,3,Employment,122,Yes,2.5,0
55,South Africa,Business,Student,8932,0,Business Meeting,28,No,2.5,0
38,India,Work,Employed,9047,4,Employment,155,Yes,2.5,0
31,UK,Business,Employed,2249,3,Business Meeting,35,No,1.0,0
26,USA,Work,Employed,5901,1,Employment,148,Yes,0.5,0
49,Nigeria,Student,Employed,10170,2,Education,49,No,4.0,1
52,UK,Student,Employed,8219,2,Education,55,Yes,0.0,0
26,Nigeria,Work,Self-Employed,2000,0,Employment,218,Yes,4.0,1
54,USA,Business,Self-Employed,8565,3,Business Meeting,33,Yes,0.0,0
22,UK,Business,Employed,2000,2,Business Meeting,13,Yes,0.0,0
46,Egypt,Student,Employed,3825,2,Education,16,Yes,2.0,0
29,South Africa,Tourist,Student,4924,0,Family Visit,7,Yes,1.5,0
22,Kenya,Business,Employed,6154,0,Business Meeting,52,Yes,2.5,0
22,South Africa,Business,Employed,4079,1,Business Meeting,52,No,2.0,0
38,Ghana,Business,Employed,2000,2,Business Meeting,29,No,3.0,0
52,Ghana,Business,Employed,4167,0,Business Meeting,37,Yes,2.5,0
26,Kenya,Work,Employed,9567,2,Employment,220,Yes,2.5,0
28,Pakistan,Student,Employed,8670,2,Education,45,No,4.0,1
35,Pakistan,Work,Employed,7189,3,Employment,190,Yes,3.5,0
46,Ghana,Tourist,Student,10340,1,Leisure,9,No,3.0,0
49,Egypt,Business,Employed,8982,0,Business Meeting,33,Yes,2.5,0
36,India,Business,Employed,2745,2,Business Meeting,24,No,3.0,0
43,Germany,Work,Employed,3307,1,Employment,141,Yes,0.5,0
57,Ghana,Business,Employed,4873,3,Business Meeting,29,No,3.0,0
54,Ghana,Tourist,Employed,10515,3,Leisure,7,Yes,2.0,0
35,Ghana,Student,Unemployed,598,1,Education,22,Yes,5.5,1
49,Kenya,Business,Self-Employed,14165,2,Business Meeting,42,No,3.0,0
22,USA,Tourist,Employed,6740,1,Family Visit,23,No,1.0,0
34,Ghana,Work,Employed,8135,4,Employment,121,Yes,2.5,0
19,Pakistan,Tourist,Unemployed,1717,1,Family Visit,7,No,6.0,1
30,UK,Business,Employed,2000,1,Business Meeting,31,Yes,0.0,0
38,Ghana,Business,Employed,8835,3,Business Meeting,21,Yes,2.0,0
60,South Africa,Work,Student,9311,4,Employment,156,Yes,1.5,0
26,Pakistan,Business,Student,2000,2,Business Meeting,34,No,4.0,1
19,Ghana,Tourist,Employed,3981,3,Leisure,18,No,3.0,0
28,UK,Tourist,Unemployed,997,0,Leisure,13,No,5.0,1
46,Ghana,Student,Employed,2007,3,Education,33,No,3.0,0
31,South Africa,Business,Unemployed,500,1,Business Meeting,29,No,5.5,1
59,South Africa,Tourist,Employed,8815,3,Family Visit,19,No,2.0,0
18,Egypt,Tourist,Student,4317,0,Leisure,10,No,3.5,0
33,USA,Work,Employed,7229,5,Employment,144,Yes,0.5,0
19,UK,Tourist,Employed,9094,0,Leisure,7,No,1.5,0
32,India,Tourist,Student,2605,3,Leisure,20,No,3.0,0
44,Nigeria,Tourist,Student,5413,0,Family Visit,17,No,4.5,1
57,Kenya,Work,Self-Employed,10727,1,Employment,177,Yes,2.5,0
45,UK,Tourist,Employed,6998,5,Leisure,7,No,1.0,0
18,Ghana,Business,Unemployed,1649,1,Business Meeting,40,Yes,4.0,1
47,Kenya,Work,Employed,3857,3,Employment,250,Yes,2.5,0
59,Germany,Student,Employed,6495,3,Education,30,No,1.0,0
37,UK,Business,Self-Employed,7117,2,Business Meeting,32,Yes,0.0,0
54,South Africa,Work,Employed,6032,0,Employment,91,Yes,2.0,0
56,India,Student,Self-Employed,6353,0,Education,4,No,3.5,0
39,Ghana,Work,Unemployed,1051,4,Employment,76,Yes,5.5,1
60,USA,Business,Employed,4106,2,Business Meeting,38,Yes,0.0,0
46,Egypt,Business,Employed,8043,3,Business Meeting,42,No,3.0,0
55,South Africa,Tourist,Employed,4403,6,Leisure,18,No,2.0,0
33,UK,Tourist,Employed,9942,4,Family Visit,18,No,1.0,0
27,Kenya,Business,Employed,10617,3,Business Meeting,33,Yes,2.0,0
46,Egypt,Student,Employed,8462,5,Education,16,No,3.0,0
51,Nigeria,Business,Unemployed,1553,2,Business Meeting,25,Yes,5.0,1
32,Nigeria,Student,Employed,6580,1,Education,30,Yes,3.0,0
60,Nigeria,Work,Student,5826,0,Employment,247,Yes,4.0,1
56,Kenya,Business,Employed,2000,5,Business Meeting,40,Yes,2.0,0
22,Nigeria,Business,Employed,4352,2,Business Meeting,17,Yes,3.0,0
31,Ghana,Work,Employed,3612,1,Employment,191,Yes,2.5,0
53,Egypt,Work,Employed,7283,4,Employment,283,Yes,2.5,0
45,India,Business,Employed,8163,2,Business Meeting,34,No,3.0,0
45,Kenya,Work,Unemployed,775,3,Employment,194,Yes,6.0,1
36,Germany,Business,Self-Employed,8887,1,Business Meeting,47,Yes,0.0,0
23,Pakistan,Student,Employed,5823,1,Education,26,Yes,3.0,0
45,Pakistan,Business,Student,5419,1,Business Meeting,41,No,4.0,1
19,Pakistan,Business,Employed,7925,0,Business Meeting,25,Yes,3.5,0
56,Germany,Work,Employed,3000,2,Employment,311,Yes,0.5,0
34,Ghana,Business,Employed,5811,4,Business Meeting,23,No,3.0,0
53,UK,Business,Employed,5647,5,Business Meeting,16,Yes,0.0,0
30,Pakistan,Work,Self-Employed,5795,4,Employment,121,Yes,3.5,0
18,Nigeria,Student,Employed,2998,1,Education,17,No,4.0,1
41,UK,Business,Employed,2000,3,Business Meeting,38,No,1.0,0
22,Egypt,Business,Student,4623,3,Business Meeting,14,No,3.0,0
42,India,Work,Employed,10580,5,Employment,294,Yes,2.5,0
34,UK,Student,Employed,4253,3,Education,35,No,1.0,0
21,USA,Business,Self-Employed,2039,3,Business Meeting,26,No,1.0,0
48,Kenya,Tourist,Self-Employed,9511,4,Family Visit,7,No,3.0,0
60,Nigeria,Work,Employed,5377,3,Employment,259,Yes,3.5,0
27,Pakistan,Student,Employed,5604,1,Education,38,No,4.0,1
18,Ghana,Tourist,Student,3001,1,Family Visit,10,No,3.0,0
23,Egypt,Work,Student,9765,4,Employment,221,Yes,2.5,0
45,Ghana,Student,Unemployed,831,0,Education,30,No,7.0,1
60,South Africa,Business,Employed,4892,1,Business Meeting,26,No,2.0,0
24,India,Student,Student,6902,1,Education,41,Yes,2.0,0
43,Kenya,Student,Employed,6897,4,Education,41,Yes,2.0,0
18,Pakistan,Tourist,Employed,6941,2,Family Visit,7,No,4.0,1
45,Germany,Work,Employed,8729,3,Employment,174,Yes,0.5,0
26,Ghana,Work,Employed,6447,1,Employment,271,Yes,2.5,0
25,South Africa,Business,Employed,6265,1,Business Meeting,22,Yes,1.0,0
21,Kenya,Work,Student,9944,2,Employment,246,Yes,2.5,0
34,Kenya,Business,Employed,2000,3,Business Meeting,44,No,3.0,0
58,India,Work,Employed,10056,2,Employment,305,Yes,2.5,0
42,India,Tourist,Employed,10514,3,Family Visit,19,Yes,2.0,0
48,Kenya,Business,Unemployed,799,4,Business Meeting,14,Yes,5.5,1
35,Nigeria,Tourist,Unemployed,672,5,Leisure,10,Yes,6.5,1
18,South Africa,Business,Unemployed,1042,0,Business Meeting,4,No,6.0,1
49,Germany,Business,Student,4431,0,Business Meeting,19,No,1.5,0
41,USA,Student,Self-Employed,5781,0,Education,58,No,1.5,0
60,USA,Business,Employed,3604,1,Business Meeting,33,Yes,0.0,0
39,USA,Tourist,Employed,7377,2,Family Visit,11,No,1.0,0
19,Ghana,Tourist,Student,9627,3,Family Visit,13,No,3.0,0
41,Kenya,Business,Unemployed,646,0,Business Meeting,63,No,7.0,1
50,Pakistan,Business,Unemployed,1434,1,Business Meeting,58,Yes,6.5,1
19,USA,Student,Student,8399,1,Education,29,No,1.0,0
46,USA,Work,Unemployed,1339,4,Employment,220,Yes,4.0,1
57,UK,Tourist,Employed,5659,3,Family Visit,13,No,1.0,0
42,India,Student,Unemployed,2060,3,Education,44,No,5.0,1
54,South Africa,Tourist,Employed,2000,3,Leisure,7,No,2.0,0
47,South Africa,Work,Student,2000,1,Employment,184,Yes,1.5,0
48,India,Work,Employed,4755,5,Employment,270,Yes,2.5,0
60,Ghana,Tourist,Employed,5748,3,Leisure,29,Yes,2.0,0
42,USA,Student,Employed,2000,0,Education,44,Yes,0.5,0
60,Pakistan,Tourist,Unemployed,869,3,Family Visit,16,Yes,6.5,1
32,USA,Tourist,Unemployed,1063,1,Family Visit,7,No,4.5,1
59,UK,Business,Student,3274,2,Business Meeting,22,Yes,0.0,0
36,India,Tourist,Employed,6237,2,Family Visit,11,No,3.0,0
25,Kenya,Student,Employed,8594,3,Education,32,No,3.0,0
54,UK,Tourist,Employed,6811,3,Leisure,9,No,1.0,0
38,UK,Student,Student,11430,2,Education,35,No,1.0,0
51,Ghana,Work,Employed,2000,5,Employment,189,Yes,2.5,0
52,Nigeria,Business,Employed,4413,3,Business Meeting,41,No,4.0,1
32,Germany,Business,Unemployed,1220,1,Business Meeting,22,Yes,3.5,0
27,Germany,Tourist,Employed,2848,0,Family Visit,19,No,1.5,0
35,India,Business,Unemployed,1330,0,Business Meeting,27,Yes,6.0,1
42,Germany,Tourist,Self-Employed,6125,1,Family Visit,32,Yes,0.0,0
32,Kenya,Tourist,Self-Employed,9460,3,Leisure,22,No,3.0,0
37,UK,Work,Self-Employed,2000,2,Employment,139,Yes,0.5,0
43,South Africa,Student,Employed,7070,2,Education,29,No,2.0,0
43,USA,Business,Employed,9320,3,Business Meeting,36,No,1.0,0
30,Germany,Business,Employed,3333,1,Business Meeting,27,No,1.0,0
21,Egypt,Student,Employed,5303,2,Education,30,Yes,2.0,0
46,Ghana,Business,Employed,4725,5,Business Meeting,28,Yes,2.0,0
30,Kenya,Tourist,Employed,7404,2,Leisure,15,No,3.0,0
42,Ghana,Business,Unemployed,1140,1,Business Meeting,57,Yes,5.5,1
24,Nigeria,Student,Self-Employed,3274,1,Education,39,Yes,3.0,0
25,Nigeria,Student,Employed,4109,1,Education,18,No,4.0,1
33,UK,Tourist,Employed,9253,2,Family Visit,13,No,1.0,0
29,Egypt,Business,Student,3360,1,Business Meeting,37,No,3.0,0
47,India,Business,Employed,2000,3,Business Meeting,14,No,3.0,0
18,USA,Tourist,Employed,7665,3,Leisure,15,No,1.0,0
32,South Africa,Tourist,Employed,14041,3,Family Visit,11,Yes,1.0,0
55,India,Work,Employed,3575,5,Employment,165,Yes,2.5,0
37,UK,Work,Employed,9483,3,Employment,153,Yes,0.5,0
52,India,Work,Employed,6022,3,Employment,235,Yes,2.5,0
43,Nigeria,Business,Employed,10084,6,Business Meeting,30,No,4.0,1
59,South Africa,Tourist,Student,6323,2,Leisure,20,No,2.0,0
29,India,Work,Employed,6109,3,Employment,281,Yes,2.5,0
